,date,open,close,high,low,volume,code
422,2017-09-22,346.442,349.472,349.722,345.342,16343.0,600519
423,2017-09-25,349.852,356.782,357.742,349.842,32697.0,600519
424,2017-09-26,356.232,358.832,359.542,353.142,25470.0,600519
425,2017-09-27,358.462,357.752,360.572,355.612,16671.0,600519
426,2017-09-28,356.742,368.002,369.742,356.692,25969.0,600519
427,2017-09-29,365.542,367.182,375.422,365.042,22436.0,600519
428,2017-10-09,374.082,377.312,385.092,369.642,34891.0,600519
429,2017-10-10,376.592,389.602,390.032,376.552,31006.0,600519
430,2017-10-11,387.642,395.082,400.792,387.642,33406.0,600519
431,2017-10-12,394.542,393.632,397.042,389.722,19646.0,600519
432,2017-10-13,394.542,405.692,406.142,391.552,27858.0,600519
433,2017-10-16,409.532,410.232,416.202,405.412,29909.0,600519
434,2017-10-17,410.512,406.272,410.512,403.542,20977.0,600519
435,2017-10-18,403.742,410.262,412.132,403.742,19178.0,600519
436,2017-10-19,410.542,432.142,434.692,410.262,40658.0,600519
437,2017-10-20,430.542,423.872,430.542,421.302,31534.0,600519
438,2017-10-23,424.462,422.952,430.042,417.542,23771.0,600519
439,2017-10-24,421.542,416.872,423.342,413.152,31274.0,600519
440,2017-10-25,419.292,415.212,421.222,411.602,25076.0,600519
441,2017-10-26,454.542,454.632,462.542,441.452,115434.0,600519
442,2017-10-27,451.652,499.172,504.542,449.572,84383.0,600519
443,2017-10-30,492.592,471.622,493.542,470.542,81007.0,600519
444,2017-10-31,471.552,467.572,477.142,461.422,51875.0,600519
445,2017-11-01,470.422,472.552,481.082,468.762,43435.0,600519
446,2017-11-02,476.492,476.462,479.322,470.542,34249.0,600519
447,2017-11-03,478.192,488.712,492.982,478.192,48188.0,600519
448,2017-11-06,491.042,502.602,507.162,489.742,48513.0,600519
449,2017-11-07,500.122,491.612,506.692,487.722,55564.0,600519
450,2017-11-08,491.872,499.922,504.042,491.872,43951.0,600519
451,2017-11-09,497.542,499.612,503.692,494.152,33641.0,600519
452,2017-11-10,499.972,527.492,532.942,499.972,74078.0,600519
453,2017-11-13,529.542,537.422,542.322,525.342,49869.0,600519
454,2017-11-14,536.682,528.292,536.762,526.892,46366.0,600519
455,2017-11-15,528.292,537.622,539.532,523.542,45036.0,600519
456,2017-11-16,535.552,568.652,569.502,535.552,60716.0,600519
457,2017-11-17,545.542,539.792,558.542,527.312,123861.0,600519
458,2017-11-20,526.342,528.692,535.142,509.542,88305.0,600519
459,2017-11-21,518.542,526.792,538.342,511.562,96016.0,600519
460,2017-11-22,526.542,500.062,537.542,499.542,128498.0,600519
461,2017-11-23,491.542,483.272,495.542,479.762,109599.0,600519
462,2017-11-24,485.442,479.582,492.042,471.772,76541.0,600519
463,2017-11-27,483.542,470.832,485.872,462.552,63548.0,600519
464,2017-11-28,474.602,497.772,498.422,473.542,70291.0,600519
465,2017-11-29,499.482,487.662,501.512,483.552,46763.0,600519
466,2017-11-30,485.052,480.542,498.022,475.542,38019.0,600519
467,2017-12-01,487.552,471.892,488.532,469.672,47192.0,600519
468,2017-12-04,473.492,487.332,493.642,466.262,54267.0,600519
469,2017-12-05,483.542,482.502,496.942,479.672,47465.0,600519
470,2017-12-06,481.042,474.552,493.642,469.542,58174.0,600519
471,2017-12-07,474.492,466.232,474.532,464.802,51032.0,600519
472,2017-12-08,464.962,476.822,478.392,464.962,45503.0,600519
473,2017-12-11,480.542,500.532,501.492,480.542,72849.0,600519
474,2017-12-12,508.242,500.862,508.312,500.562,47889.0,600519
475,2017-12-13,504.532,517.752,519.542,500.262,48502.0,600519
476,2017-12-14,519.522,514.092,520.842,510.042,31967.0,600519
477,2017-12-15,513.542,503.332,517.492,500.322,32255.0,600519
478,2017-12-18,509.542,515.312,519.342,508.122,39162.0,600519
479,2017-12-19,512.542,516.632,521.982,510.542,44072.0,600519
480,2017-12-20,519.442,534.452,536.402,513.572,63601.0,600519
481,2017-12-21,532.542,531.282,536.962,525.042,46680.0,600519
482,2017-12-22,529.542,532.462,535.442,526.552,28317.0,600519
483,2017-12-25,535.542,537.662,545.842,533.262,36214.0,600519
484,2017-12-26,537.722,530.352,542.532,526.042,31867.0,600519
485,2017-12-27,534.402,513.722,534.402,512.042,37722.0,600519
486,2017-12-28,536.542,568.232,569.442,520.862,124141.0,600519
487,2017-12-29,567.542,547.032,576.042,541.142,76038.0,600519
488,2018-01-02,549.542,553.392,559.702,539.432,49612.0,600519
489,2018-01-03,551.042,565.402,570.942,549.282,52019.0,600519
490,2018-01-04,570.942,586.612,593.042,568.872,72205.0,600519
491,2018-01-05,590.542,587.902,595.572,577.762,39989.0,600519
492,2018-01-08,584.562,601.672,606.042,584.562,52204.0,600519
493,2018-01-09,601.752,632.062,632.542,601.752,64591.0,600519
494,2018-01-10,634.542,635.252,638.422,623.022,47714.0,600519
495,2018-01-11,636.542,624.352,637.542,621.542,50656.0,600519
496,2018-01-12,623.312,637.962,638.342,616.562,45988.0,600519
497,2018-01-15,643.002,634.912,648.602,628.562,52473.0,600519
498,2018-01-16,630.022,622.482,638.152,617.542,65428.0,600519
499,2018-01-17,619.542,597.472,623.542,588.052,90709.0,600519
500,2018-01-18,597.472,600.282,614.542,593.632,58978.0,600519
501,2018-01-19,602.442,599.722,608.442,588.562,50925.0,600519
502,2018-01-22,601.352,623.182,623.542,601.352,67126.0,600519
503,2018-01-23,627.352,623.322,629.542,618.142,49549.0,600519
504,2018-01-24,625.982,614.002,626.002,608.142,43298.0,600519
505,2018-01-25,610.542,618.702,625.542,600.542,50040.0,600519
506,2018-01-26,616.782,626.762,626.942,613.542,43978.0,600519
507,2018-01-29,628.302,585.862,629.212,584.542,74535.0,600519
508,2018-01-30,585.542,591.622,598.312,579.562,51911.0,600519
509,2018-01-31,588.542,614.082,621.252,588.542,60402.0,600519
510,2018-02-01,616.542,607.272,616.842,602.462,50582.0,600519
511,2018-02-02,601.762,589.942,602.772,574.542,75420.0,600519
512,2018-02-05,576.762,567.772,579.502,555.142,98995.0,600519
513,2018-02-06,552.542,558.402,572.142,552.542,88168.0,600519
514,2018-02-07,569.542,532.972,573.422,531.552,88289.0,600519
515,2018-02-08,531.742,550.532,567.542,531.742,83409.0,600519
516,2018-02-09,529.542,532.972,539.432,507.542,105578.0,600519
517,2018-02-12,540.542,547.022,555.042,534.742,64179.0,600519
518,2018-02-13,554.562,561.522,564.362,554.042,53389.0,600519
519,2018-02-14,569.542,567.992,569.542,561.762,30652.0,600519
520,2018-02-22,576.842,591.992,593.542,572.782,50764.0,600519
521,2018-02-23,596.542,592.022,606.102,586.542,38158.0,600519
522,2018-02-26,596.422,593.052,601.592,582.562,43658.0,600519
523,2018-02-27,598.542,587.522,605.542,586.762,42601.0,600519
524,2018-02-28,581.542,575.162,591.842,568.542,48330.0,600519
525,2018-03-01,577.542,591.512,596.392,573.312,44794.0,600519
526,2018-03-02,587.542,585.952,593.102,579.542,25991.0,600519
527,2018-03-05,587.722,569.652,591.542,566.572,37234.0,600519
528,2018-03-06,574.542,567.802,577.142,546.672,64570.0,600519
529,2018-03-07,564.542,559.582,573.542,558.532,34595.0,600519
530,2018-03-08,563.542,572.302,573.542,557.542,35349.0,600519
531,2018-03-09,577.092,577.742,582.112,573.042,30171.0,600519
532,2018-03-12,579.092,573.492,583.462,572.312,39888.0,600519
533,2018-03-13,572.542,559.892,576.142,559.542,38577.0,600519
534,2018-03-14,559.212,576.422,577.622,556.762,37355.0,600519
535,2018-03-15,577.562,596.012,596.542,577.562,56148.0,600519
536,2018-03-16,597.142,589.392,603.522,588.422,35855.0,600519
537,2018-03-19,593.512,603.022,603.532,588.542,38666.0,600519
538,2018-03-20,599.542,597.272,601.542,589.542,28877.0,600519
539,2018-03-21,599.652,591.542,602.652,589.542,26742.0,600519
540,2018-03-22,593.542,575.622,597.542,573.552,37486.0,600519
541,2018-03-23,550.542,560.602,573.032,549.622,52546.0,600519
542,2018-03-26,557.542,563.032,564.602,551.422,46256.0,600519
543,2018-03-27,572.542,564.282,575.422,553.542,47548.0,600519
544,2018-03-28,549.512,531.592,552.542,518.542,113539.0,600519
545,2018-03-29,531.742,538.642,547.392,507.952,79081.0,600519
546,2018-03-30,535.542,533.162,543.042,529.422,36540.0,600519
547,2018-04-02,529.542,529.602,540.542,523.652,32039.0,600519
548,2018-04-03,527.542,527.452,536.542,524.932,40235.0,600519
549,2018-04-04,531.542,543.552,549.972,529.922,56891.0,600519
550,2018-04-09,546.642,547.842,554.972,539.692,30833.0,600519
551,2018-04-10,554.342,557.562,558.042,548.002,32043.0,600519
552,2018-04-11,559.542,554.902,564.322,552.562,25723.0,600519
553,2018-04-12,553.542,543.742,556.422,541.762,30713.0,600519
554,2018-04-13,548.042,536.402,550.542,534.622,27549.0,600519
555,2018-04-16,530.122,530.922,536.392,526.542,32939.0,600519
556,2018-04-17,534.542,515.742,534.922,515.142,35172.0,600519
557,2018-04-18,520.542,505.182,520.542,494.542,62616.0,600519
558,2018-04-19,509.392,529.502,529.542,506.202,44207.0,600519
559,2018-04-20,530.542,519.802,543.542,517.772,41511.0,600519
560,2018-04-23,515.552,523.552,529.872,515.552,32659.0,600519
561,2018-04-24,525.542,539.422,543.042,524.542,47282.0,600519
562,2018-04-25,538.542,540.512,541.542,532.562,25252.0,600519
563,2018-04-26,541.542,527.772,541.822,522.542,35047.0,600519
564,2018-04-27,534.792,512.072,537.902,504.542,57915.0,600519
565,2018-05-02,509.542,517.372,518.532,494.602,70259.0,600519
566,2018-05-03,515.542,520.422,523.222,507.542,36326.0,600519
567,2018-05-04,520.522,512.412,524.372,510.112,37375.0,600519
568,2018-05-07,509.492,547.712,551.422,507.312,85591.0,600519
569,2018-05-08,547.572,558.372,561.672,547.572,62497.0,600519
570,2018-05-09,558.622,551.492,561.842,546.662,32331.0,600519
571,2018-05-10,553.042,563.732,565.542,553.042,39293.0,600519
572,2018-05-11,568.232,567.562,580.042,565.242,39141.0,600519
573,2018-05-14,573.542,591.952,592.542,573.542,51014.0,600519
574,2018-05-15,595.542,592.602,595.982,583.542,38055.0,600519
575,2018-05-16,589.542,584.062,595.202,582.822,30795.0,600519
576,2018-05-17,584.662,576.922,587.042,573.542,28517.0,600519
577,2018-05-18,573.532,588.862,590.542,570.732,29255.0,600519
578,2018-05-21,593.542,584.362,596.842,582.022,29059.0,600519
579,2018-05-22,584.762,589.112,589.382,579.562,16998.0,600519
580,2018-05-23,589.542,573.322,589.542,573.122,28268.0,600519
581,2018-05-24,569.542,564.942,578.202,562.542,30416.0,600519
582,2018-05-25,561.542,566.402,576.542,561.542,26511.0,600519
583,2018-05-28,567.542,589.942,590.202,564.662,42805.0,600519
584,2018-05-29,588.342,580.972,599.542,580.822,40820.0,600519
585,2018-05-30,576.762,575.412,586.842,569.592,37147.0,600519
586,2018-05-31,579.792,600.672,601.162,579.782,71852.0,600519
587,2018-06-01,600.672,594.652,604.522,588.302,36177.0,600519
588,2018-06-04,601.892,631.512,632.442,595.422,73805.0,600519
589,2018-06-05,636.042,637.592,644.242,626.772,52629.0,600519
590,2018-06-06,637.542,635.292,650.492,631.842,48969.0,600519
591,2018-06-07,639.522,630.512,645.092,628.442,39167.0,600519
592,2018-06-08,629.542,627.492,635.442,619.542,34958.0,600519
593,2018-06-11,625.592,625.272,635.542,617.872,36547.0,600519
594,2018-06-12,627.542,648.732,653.042,626.042,55287.0,600519
595,2018-06-13,649.542,639.872,652.162,638.422,35244.0,600519
596,2018-06-14,639.542,635.672,643.342,624.722,36159.0,600519
597,2018-06-15,633.741,633.871,639.121,629.641,31707.0,600519
598,2018-06-19,629.541,598.541,629.541,597.541,60195.0,600519
599,2018-06-20,601.541,624.131,625.541,601.541,45838.0,600519
600,2018-06-21,625.761,619.861,639.431,619.311,39182.0,600519
601,2018-06-22,614.541,627.071,627.541,610.541,28854.0,600519
602,2018-06-25,626.541,626.101,639.511,625.441,32934.0,600519
603,2018-06-26,625.851,615.341,630.421,607.541,46577.0,600519
604,2018-06-27,612.541,582.981,617.541,581.541,57298.0,600519
605,2018-06-28,574.541,571.471,579.541,557.541,50833.0,600519
606,2018-06-29,572.841,592.001,592.841,565.541,32929.0,600519
607,2018-07-02,595.061,572.091,599.871,563.541,37558.0,600519
608,2018-07-03,570.301,555.461,576.321,538.771,82837.0,600519
609,2018-07-04,552.541,551.451,560.541,548.541,37990.0,600519
610,2018-07-05,560.541,562.931,576.741,560.541,47123.0,600519
611,2018-07-06,567.541,574.661,581.471,559.801,44156.0,600519
612,2018-07-09,580.571,587.781,590.401,580.271,40572.0,600519
613,2018-07-10,589.541,586.301,592.041,573.871,29010.0,600519
614,2018-07-11,570.541,580.121,584.541,562.761,24278.0,600519
615,2018-07-12,578.541,598.081,601.711,578.541,40170.0,600519
616,2018-07-13,602.841,607.531,608.641,595.661,28907.0,600519
617,2018-07-16,612.841,615.221,624.651,611.571,32474.0,600519
618,2018-07-17,617.541,602.971,617.541,596.561,27806.0,600519
619,2018-07-18,602.971,597.981,610.231,595.541,24521.0,600519
620,2018-07-19,599.541,601.491,604.491,595.561,18078.0,600519
621,2018-07-20,602.041,601.671,603.671,588.541,30548.0,600519
622,2018-07-23,596.541,592.611,601.691,580.551,35969.0,600519
623,2018-07-24,593.221,605.941,607.841,583.541,41808.0,600519
624,2018-07-25,607.491,604.351,610.421,600.551,21743.0,600519
625,2018-07-26,609.441,596.161,609.441,594.771,23067.0,600519
626,2018-07-27,596.541,599.101,604.841,590.541,20913.0,600519
627,2018-07-30,599.441,579.751,601.201,575.541,42171.0,600519
628,2018-07-31,580.841,586.981,588.421,579.751,20683.0,600519
629,2018-08-01,591.941,575.481,592.841,574.651,25237.0,600519
630,2018-08-02,576.511,556.381,576.511,548.421,55001.0,600519
631,2018-08-03,555.541,539.531,555.541,536.741,47336.0,600519
632,2018-08-06,537.541,530.221,544.541,522.791,45248.0,600519
633,2018-08-07,532.841,546.821,548.371,522.561,39085.0,600519
634,2018-08-08,547.561,536.761,549.541,532.411,29685.0,600519
635,2018-08-09,531.541,552.421,555.041,530.661,34485.0,600519
636,2018-08-10,552.421,547.721,555.311,544.741,23817.0,600519
637,2018-08-13,543.541,539.761,543.541,527.221,34570.0,600519
638,2018-08-14,539.761,540.671,545.041,534.051,21696.0,600519
639,2018-08-15,540.341,523.341,540.541,521.541,34997.0,600519
640,2018-08-16,512.541,508.981,529.041,500.541,59939.0,600519
641,2018-08-17,518.041,495.401,518.041,490.551,46574.0,600519
642,2018-08-20,492.991,505.331,506.091,477.401,48852.0,600519
643,2018-08-21,507.541,532.031,532.841,507.541,52249.0,600519
644,2018-08-22,531.541,528.241,533.741,523.541,20675.0,600519
645,2018-08-23,532.241,530.751,539.041,525.721,27357.0,600519
646,2018-08-24,529.541,520.841,529.541,517.001,26090.0,600519
647,2018-08-27,522.541,547.841,547.841,522.541,48016.0,600519
648,2018-08-28,553.541,541.541,554.321,539.091,32488.0,600519
649,2018-08-29,542.541,546.391,549.421,539.641,27404.0,600519
650,2018-08-30,548.751,540.941,553.141,539.551,33788.0,600519
651,2018-08-31,536.791,519.731,537.541,517.041,58980.0,600519
652,2018-09-03,512.541,526.751,528.211,511.341,30179.0,600519
653,2018-09-04,527.341,535.581,536.541,522.141,21540.0,600519
654,2018-09-05,535.541,518.331,537.531,517.541,28983.0,600519
655,2018-09-06,512.541,504.541,519.801,500.541,42370.0,600519
656,2018-09-07,506.041,511.511,518.571,505.681,29240.0,600519
657,2018-09-10,512.741,505.341,514.351,501.241,21202.0,600519
658,2018-09-11,506.111,506.541,511.511,501.171,19496.0,600519
659,2018-09-12,503.541,490.541,505.411,488.551,41157.0,600519
660,2018-09-13,498.541,492.521,502.541,480.541,47713.0,600519
661,2018-09-14,494.521,503.441,510.321,489.071,40900.0,600519
662,2018-09-17,505.541,506.351,513.501,501.601,29112.0,600519
663,2018-09-18,503.541,527.241,528.541,502.761,37858.0,600519
664,2018-09-19,527.121,541.961,546.541,526.541,48221.0,600519
665,2018-09-20,545.741,539.091,547.441,537.901,27519.0,600519
666,2018-09-21,542.541,560.551,560.551,540.551,42617.0,600519
667,2018-09-25,555.541,557.561,566.311,553.801,30639.0,600519
668,2018-09-26,562.641,585.471,593.221,562.531,72287.0,600519
669,2018-09-27,588.041,584.541,588.541,575.941,40508.0,600519
670,2018-09-28,587.241,590.541,593.741,579.421,35089.0,600519
671,2018-10-08,575.951,546.691,579.541,546.691,82745.0,600519
672,2018-10-09,547.441,555.541,559.251,546.441,40222.0,600519
673,2018-10-10,557.801,531.461,558.541,530.231,63098.0,600519
674,2018-10-11,495.551,505.531,529.481,495.551,91581.0,600519
675,2018-10-12,511.541,528.541,533.221,511.121,54472.0,600519
676,2018-10-15,530.031,527.441,532.491,520.571,35607.0,600519
677,2018-10-16,526.521,527.681,540.071,522.551,26393.0,600519
678,2018-10-17,535.541,526.261,537.841,510.441,43077.0,600519
679,2018-10-18,520.541,506.481,520.541,505.511,52156.0,600519
680,2018-10-19,498.541,530.541,535.541,495.621,76199.0,600519
681,2018-10-22,535.541,553.541,562.561,535.541,73108.0,600519
682,2018-10-23,549.541,502.281,549.541,495.541,123112.0,600519
683,2018-10-24,488.651,497.531,510.541,480.541,76112.0,600519
684,2018-10-25,480.541,479.541,483.041,469.121,75568.0,600519
685,2018-10-26,479.541,470.641,485.541,468.521,55327.0,600519
686,2018-10-29,409.631,409.631,409.631,409.631,49076.0,600519
687,2018-10-30,370.541,384.541,403.541,369.561,204396.0,600519
688,2018-10-31,387.541,409.441,415.541,382.541,96884.0,600519
689,2018-11-01,415.541,423.541,446.041,411.791,98106.0,600519
690,2018-11-02,445.541,460.441,460.541,432.781,89156.0,600519
691,2018-11-05,453.541,436.341,453.541,432.311,75517.0,600519
692,2018-11-06,434.541,426.541,434.701,418.551,45566.0,600519
693,2018-11-07,429.541,426.941,435.491,422.551,38107.0,600519
694,2018-11-08,434.541,430.881,437.541,428.541,33763.0,600519
695,2018-11-09,427.761,422.541,429.541,422.541,24336.0,600519
696,2018-11-12,413.541,412.541,414.741,397.341,67824.0,600519
697,2018-11-13,406.661,430.541,430.541,403.541,66429.0,600519
698,2018-11-14,430.501,415.641,430.501,413.091,41766.0,600519
699,2018-11-15,419.341,420.241,425.341,416.041,30833.0,600519
700,2018-11-16,421.541,420.541,426.541,418.571,28938.0,600519
701,2018-11-19,420.841,429.561,432.541,419.651,36179.0,600519
702,2018-11-20,425.541,422.141,428.541,420.541,26943.0,600519
703,2018-11-21,414.541,425.241,429.441,414.221,27107.0,600519
704,2018-11-22,425.691,425.041,427.871,418.541,21213.0,600519
705,2018-11-23,424.541,417.441,427.841,417.441,20126.0,600519
706,2018-11-26,418.541,412.651,420.741,412.541,19120.0,600519
707,2018-11-27,412.541,408.641,415.531,407.041,20233.0,600519
708,2018-11-28,411.391,417.541,419.731,406.041,27737.0,600519
709,2018-11-29,426.571,412.141,430.341,409.551,45069.0,600519
710,2018-11-30,417.541,425.541,429.431,413.541,49010.0,600519
711,2018-12-03,449.541,461.741,465.541,445.311,83414.0,600519
712,2018-12-04,463.531,462.771,464.801,455.541,31473.0,600519
713,2018-12-05,458.041,470.641,477.041,455.541,41588.0,600519
714,2018-12-06,460.541,452.341,466.521,450.901,37758.0,600519
715,2018-12-07,456.141,447.541,459.401,445.241,26841.0,600519
716,2018-12-10,436.541,437.771,448.041,434.721,24640.0,600519
717,2018-12-11,437.541,443.531,447.091,437.541,16316.0,600519
718,2018-12-12,449.331,449.541,449.741,443.341,19921.0,600519
719,2018-12-13,450.541,462.291,467.421,450.141,40399.0,600519
720,2018-12-14,458.551,453.501,460.341,452.541,24554.0,600519
721,2018-12-17,453.111,451.061,456.511,445.551,24895.0,600519
722,2018-12-18,446.421,451.481,452.081,445.541,19222.0,600519
723,2018-12-19,449.541,438.341,451.531,436.571,25715.0,600519
724,2018-12-20,436.761,435.041,442.041,429.431,26940.0,600519
725,2018-12-21,431.541,427.951,433.991,422.751,30640.0,600519
726,2018-12-24,424.041,428.541,431.451,418.541,19109.0,600519
727,2018-12-25,422.761,426.331,428.041,414.151,26592.0,600519
728,2018-12-26,424.351,420.621,428.941,418.541,17866.0,600519
729,2018-12-27,430.541,423.541,432.391,422.761,29493.0,600519
730,2018-12-28,423.841,450.551,456.941,420.541,63678.0,600519
731,2019-01-02,470.521,459.521,472.541,455.551,62286.0,600519
732,2019-01-03,460.511,450.541,462.201,446.341,30977.0,600519
733,2019-01-04,447.821,462.541,468.211,442.561,37683.0,600519
734,2019-01-07,468.541,466.031,472.541,462.761,34750.0,600519
735,2019-01-08,466.041,465.331,472.541,460.821,28838.0,600519
736,2019-01-09,470.531,476.661,486.701,469.581,49892.0,600519
737,2019-01-10,477.671,479.311,485.421,470.791,29043.0,600519
738,2019-01-11,485.541,496.421,497.541,479.291,38884.0,600519
739,2019-01-14,493.541,485.141,496.431,482.091,25648.0,600519
740,2019-01-15,488.401,520.521,522.041,485.541,55764.0,600519
741,2019-01-16,518.541,521.641,526.191,514.141,42083.0,600519
742,2019-01-17,523.541,519.791,530.241,516.341,30284.0,600519
743,2019-01-18,525.541,544.151,550.741,522.041,68609.0,600519
744,2019-01-21,550.541,547.521,559.421,542.421,47051.0,600519
745,2019-01-22,546.541,531.541,546.541,525.761,42122.0,600519
746,2019-01-23,527.761,526.201,535.041,523.671,33624.0,600519
747,2019-01-24,530.841,533.041,538.371,525.221,29155.0,600519
748,2019-01-25,536.421,540.241,545.441,530.471,28986.0,600519
749,2019-01-28,544.541,537.541,554.521,536.571,36102.0,600519
750,2019-01-29,538.041,545.541,548.541,528.541,30342.0,600519
751,2019-01-30,545.531,536.541,546.761,536.541,22699.0,600519
752,2019-01-31,540.541,550.141,550.141,538.101,36696.0,600519
753,2019-02-01,557.581,553.211,559.541,550.151,30520.0,600519
754,2019-02-11,555.541,585.841,590.041,548.721,58140.0,600519
755,2019-02-12,583.541,578.461,586.031,575.741,35091.0,600519
756,2019-02-13,583.541,595.791,596.701,577.761,35677.0,600519
757,2019-02-14,591.741,597.701,604.201,590.681,32258.0,600519
758,2019-02-15,595.421,585.321,595.421,583.561,23237.0,600519
759,2019-02-18,591.541,600.541,605.491,591.541,37745.0,600519
760,2019-02-19,601.501,591.301,603.041,587.201,29501.0,600519
761,2019-02-20,595.541,582.541,595.541,576.601,37882.0,600519
762,2019-02-21,580.541,580.791,591.021,577.541,29850.0,600519
763,2019-02-22,577.541,586.551,589.031,574.641,25908.0,600519
764,2019-02-25,591.291,602.871,604.981,578.531,82622.0,600519
765,2019-02-26,608.341,587.891,609.721,586.541,57964.0,600519
766,2019-02-27,593.541,601.241,618.561,591.541,65942.0,600519
767,2019-02-28,598.441,615.551,623.961,597.491,56986.0,600519
768,2019-03-01,622.041,649.841,650.541,621.541,63840.0,600519
769,2019-03-04,655.541,642.401,658.871,637.761,84585.0,600519
770,2019-03-05,645.541,640.321,650.091,636.421,44830.0,600519
771,2019-03-06,635.541,628.541,640.041,626.421,46731.0,600519
772,2019-03-07,622.761,609.141,622.761,606.101,60180.0,600519
773,2019-03-08,598.441,598.041,607.371,594.191,52275.0,600519
774,2019-03-11,600.581,619.081,627.491,600.581,53057.0,600519
775,2019-03-12,624.361,605.551,624.371,599.541,52510.0,600519
776,2019-03-13,606.041,614.541,621.291,606.041,40561.0,600519
777,2019-03-14,617.541,638.541,645.541,614.541,62172.0,600519
778,2019-03-15,636.541,637.841,648.041,625.391,52400.0,600519
779,2019-03-18,639.341,670.631,675.071,637.541,81318.0,600519
780,2019-03-19,663.541,653.151,668.461,652.841,40634.0,600519
781,2019-03-20,650.541,653.341,662.841,645.541,31117.0,600519
782,2019-03-21,648.541,646.291,653.341,642.041,32573.0,600519
783,2019-03-22,648.761,654.541,660.521,645.541,30517.0,600519
784,2019-03-25,646.541,636.141,648.541,633.841,37270.0,600519
785,2019-03-26,640.541,633.541,646.481,624.641,37595.0,600519
786,2019-03-27,641.541,649.041,654.421,635.541,42807.0,600519
787,2019-03-28,653.971,667.341,675.021,646.221,57566.0,600519
788,2019-03-29,695.541,714.531,727.221,690.711,90933.0,600519
789,2019-04-01,720.541,719.541,729.491,711.541,60934.0,600519
790,2019-04-02,720.531,710.541,720.531,696.601,53227.0,600519
791,2019-04-03,700.661,705.041,712.281,694.751,43056.0,600519
792,2019-04-04,700.541,725.541,726.341,696.741,55772.0,600519
793,2019-04-08,760.541,760.741,768.541,750.661,66251.0,600519
794,2019-04-09,763.541,765.541,768.741,753.051,47989.0,600519
795,2019-04-10,763.541,808.531,812.441,760.541,67814.0,600519
796,2019-04-11,808.541,785.741,810.541,766.091,61102.0,600519
797,2019-04-12,769.541,774.541,780.531,760.551,48612.0,600519
798,2019-04-15,791.541,767.541,799.541,767.541,45522.0,600519
799,2019-04-16,765.441,800.441,800.441,761.761,46423.0,600519
800,2019-04-17,798.541,812.541,816.051,785.541,40761.0,600519
801,2019-04-18,805.951,806.041,815.221,796.761,19598.0,600519
802,2019-04-19,804.501,813.101,821.491,791.851,32379.0,600519
803,2019-04-22,820.041,809.741,839.431,801.151,40627.0,600519
804,2019-04-23,811.541,835.491,841.761,809.741,48852.0,600519
805,2019-04-24,840.421,830.541,850.541,811.761,45227.0,600519
806,2019-04-25,829.331,812.911,834.531,811.761,39801.0,600519
807,2019-04-26,806.841,805.541,820.421,805.541,43277.0,600519
808,2019-04-29,805.541,832.511,849.541,795.541,52572.0,600519
809,2019-04-30,828.541,834.541,845.501,823.651,35943.0,600519
810,2019-05-06,786.041,766.541,795.541,753.541,135099.0,600519
811,2019-05-07,753.821,750.541,774.481,730.761,100837.0,600519
812,2019-05-08,720.541,744.941,762.341,720.541,81882.0,600519
813,2019-05-09,735.541,719.351,740.411,703.041,91545.0,600519
814,2019-05-10,736.201,767.661,771.321,728.731,79907.0,600519
815,2019-05-13,759.401,752.541,771.521,744.541,46637.0,600519
816,2019-05-14,745.541,747.111,766.541,733.541,59983.0,600519
817,2019-05-15,750.781,787.541,793.541,750.781,63124.0,600519
818,2019-05-16,779.541,790.451,792.541,765.541,44540.0,600519
819,2019-05-17,787.561,767.331,792.841,760.641,49841.0,600519
820,2019-05-20,760.541,745.501,760.541,731.541,44407.0,600519
821,2019-05-21,745.541,755.541,770.541,732.561,42385.0,600519
822,2019-05-22,755.521,748.541,764.541,740.541,32041.0,600519
823,2019-05-23,741.541,721.541,744.521,716.761,58058.0,600519
824,2019-05-24,725.541,739.041,745.541,724.981,44034.0,600519
825,2019-05-27,739.641,739.541,743.531,720.591,39161.0,600519
826,2019-05-28,738.531,748.541,768.031,735.561,74772.0,600519
827,2019-05-29,748.551,772.451,785.491,748.551,65646.0,600519
828,2019-05-30,770.541,765.841,780.531,751.761,40247.0,600519
829,2019-05-31,761.071,750.541,767.531,750.541,35793.0,600519
830,2019-06-03,752.541,752.541,761.891,746.821,34479.0,600519
831,2019-06-04,755.541,735.841,755.971,731.541,39689.0,600519
832,2019-06-05,744.541,732.141,746.801,730.541,34067.0,600519
833,2019-06-06,736.161,722.671,736.311,718.541,34786.0,600519
834,2019-06-10,718.521,731.621,739.491,700.541,55502.0,600519
835,2019-06-11,736.541,771.431,776.151,735.541,80106.0,600519
836,2019-06-12,766.761,767.241,771.531,754.541,37747.0,600519
837,2019-06-13,770.541,770.541,772.841,757.541,32917.0,600519
838,2019-06-14,771.541,773.541,792.841,770.561,42455.0,600519
839,2019-06-17,767.541,772.141,787.481,766.561,32769.0,600519
840,2019-06-18,777.541,777.541,780.541,763.141,29441.0,600519
841,2019-06-19,800.541,792.551,807.241,792.551,53726.0,600519
842,2019-06-20,793.041,835.541,836.041,792.741,67271.0,600519
843,2019-06-21,830.511,836.841,845.031,825.041,45926.0,600519
844,2019-06-24,838.841,847.641,860.231,835.541,45779.0,600519
